program,type,directed,batch,nodes,modifier,diameter,time,clocktime,system,percent,memory,voluntary,involuntary,faults,exit
nx,sf,0,3,10,2.4,4,0.00061297416687,0.000629,5.73,56%,26280,10,705,0,0
gl,sf,0,3,10,2.4,4,0.165302,1.75828,0.35,1149%,24100,9673,1536,0,0
gtp,sf,0,3,10,2.4,4.0,0.000308036804199,0.000305,0.13,100%,63192,48,19,0,0
glp,sf,0,3,10,2.4,8,0.420249,13.8932,0.68,1944%,22192,19142,7388,0,0
snp,sf,0,3,10,2.4,3,0.000108003616333,0.000121,0.05,98%,31584,5,32,0,0
nx,sf,0,4,10,2.4,3,0.00031590461731,0.000319,0.14,62%,26292,10,94,0,0
gl,sf,0,4,10,2.4,3,0.165813,1.80738,0.34,911%,21100,8582,1539,0,0
gtp,sf,0,4,10,2.4,2.0,0.000391006469727,0.000386,0.13,97%,63196,35,78,0,0
glp,sf,0,4,10,2.4,8,0.446906,15.0103,0.62,1995%,24416,19512,8394,0,0
snp,sf,0,4,10,2.4,2,0.000118017196655,0.00013,0.03,91%,31584,5,42,0,0
nx,sf,0,0,10,2.5,5,0.000270128250122,0.00027,0.05,47%,26280,12,96,0,0
gl,sf,0,0,10,2.5,5,0.241927,2.24058,0.59,869%,24396,10957,958,0,0
gtp,sf,0,0,10,2.5,5.0,0.000308036804199,0.000305,0.17,98%,63192,46,59,0,0
glp,sf,0,0,10,2.5,9,0.507123,17.3492,0.73,2333%,25024,21062,9261,0,0
snp,sf,0,0,10,2.5,5,0.000105857849121,0.000119,0.03,98%,31584,5,36,0,0
nx,sf,0,1,10,2.5,3,0.000307083129883,0.000307,0.07,56%,26288,17,58,0,0
gl,sf,0,1,10,2.5,3,0.167791,2.15137,0.44,1030%,24580,8182,1098,0,0
gtp,sf,0,1,10,2.5,3.0,0.00034499168396,0.000343,0.20,97%,63196,44,51,0,0
glp,sf,0,1,10,2.5,5,0.402588,12.6437,0.66,1901%,20392,12845,3354,0,0
snp,sf,0,1,10,2.5,3,0.000110864639282,0.000125,0.03,98%,31580,5,37,0,0
nx,sf,0,2,10,2.5,4,0.000292062759399,0.000292,0.06,61%,26284,27,78,0,0
gl,sf,0,2,10,2.5,4,0.403093,2.597,0.83,790%,20252,9929,1227,0,0
gtp,sf,0,2,10,2.5,4.0,0.000344038009644,0.00034,0.17,98%,63196,44,55,0,0
glp,sf,0,2,10,2.5,8,0.535966,17.2855,0.80,2132%,26196,19165,6947,0,0
snp,sf,0,2,10,2.5,4,0.000109910964966,0.000133,0.03,98%,31584,5,18,0,0
nx,sf,0,3,10,2.5,4,0.000377178192139,0.000379,0.10,48%,26284,34,109,2,0
gl,sf,0,3,10,2.5,4,0.201575,3.39409,0.55,1229%,22000,9666,1101,0,0
gtp,sf,0,3,10,2.5,4.0,0.000364065170288,0.000358,0.12,98%,63196,45,60,0,0
glp,sf,0,3,10,2.5,9,0.532775,15.7874,0.74,1924%,21032,21381,9317,0,0
snp,sf,0,3,10,2.5,4,0.000110149383545,0.000125,0.04,93%,31584,5,26,0,0
nx,sf,0,4,10,2.5,3,0.000293016433716,0.000286,0.07,55%,26288,25,58,0,0
gl,sf,0,4,10,2.5,3,0.1904,2.25436,0.57,1147%,20132,8461,923,0,0
gtp,sf,0,4,10,2.5,3.0,0.000340938568115,0.000339,0.17,99%,63192,50,63,0,0
glp,sf,0,4,10,2.5,6,0.32862,11.1283,0.52,2052%,25300,15258,6555,0,0
snp,sf,0,4,10,2.5,2,0.000113964080811,0.000129,0.03,98%,31580,5,26,0,0
nx,sf,0,0,10,2.6,4,0.000290870666504,0.000279,0.07,56%,26280,12,122,0,0
gl,sf,0,0,10,2.6,4,0.205634,4.07916,0.40,1103%,24712,9663,1079,0,0
gtp,sf,0,0,10,2.6,4.0,0.000364065170288,0.000359,0.18,100%,63192,46,41,0,0
glp,sf,0,0,10,2.6,8,0.414708,12.4897,0.94,1794%,22208,19422,8787,0,0
snp,sf,0,0,10,2.6,4,0.000108003616333,0.000122,0.02,98%,31584,5,24,0,0
nx,sf,0,1,10,2.6,5,0.000277042388916,0.000272,0.12,95%,26284,12,35,0,0
gl,sf,0,1,10,2.6,5,0.251975,4.17543,0.73,1114%,21892,11219,943,0,0
gtp,sf,0,1,10,2.6,5.0,0.000304937362671,0.000301,0.17,99%,63196,53,146,0,0
glp,sf,0,1,10,2.6,9,0.415196,15.0422,0.89,2013%,26040,19779,8345,0,0
snp,sf,0,1,10,2.6,5,0.000109910964966,0.000125,0.03,98%,31584,5,28,0,0
nx,sf,0,2,10,2.6,3,0.000247001647949,0.000246,0.07,56%,26284,12,126,0,0
gl,sf,0,2,10,2.6,3,0.176411,4.11749,0.59,1146%,26236,8464,1112,0,0
gtp,sf,0,2,10,2.6,3.0,0.000338077545166,0.000334,0.15,100%,63196,46,17,0,0
glp,sf,0,2,10,2.6,6,0.316842,11.5901,0.73,2025%,20648,14589,6563,0,0
snp,sf,0,2,10,2.6,3,0.000110864639282,0.000126,0.03,98%,31584,5,25,0,0
nx,sf,0,3,10,2.6,5,0.000738859176636,0.000388,0.14,96%,26284,12,28,0,0
gl,sf,0,3,10,2.6,5,0.269958,3.68599,0.82,1153%,20656,11583,1497,0,0
gtp,sf,0,3,10,2.6,5.0,0.000321865081787,0.000319,0.15,98%,63192,50,59,0,0
glp,sf,0,3,10,2.6,9,0.46777,15.5937,0.62,1925%,25944,20594,8281,0,0
snp,sf,0,3,10,2.6,5,9.79900360107e-05,0.000119,0.02,98%,31584,5,22,0,0
nx,sf,0,4,10,2.6,4,0.000310897827148,0.00031,0.13,84%,26288,19,36,0,0
gl,sf,0,4,10,2.6,4,0.189304,2.98273,0.54,1019%,20336,9815,1500,0,0
gtp,sf,0,4,10,2.6,4.0,0.000315189361572,0.000312,0.17,100%,63192,49,22,0,0
glp,sf,0,4,10,2.6,4,0.191145,8.06833,0.41,1661%,26028,10707,4858,0,0
snp,sf,0,4,10,2.6,3,0.000112056732178,0.000126,0.05,98%,31584,4,22,0,0
nx,sf,0,0,10,2.7,4,0.00029182434082,0.000291,0.10,50%,26284,13,120,0,0
gl,sf,0,0,10,2.7,4,0.221148,2.47734,0.53,1128%,22136,10073,1284,0,0
gtp,sf,0,0,10,2.7,4.0,0.000310897827148,0.000308,0.13,100%,63192,50,16,0,0
glp,sf,0,0,10,2.7,7,0.351522,11.4516,0.61,1725%,24332,16723,6681,0,0
snp,sf,0,0,10,2.7,4,0.000111818313599,0.000126,0.04,99%,31584,4,18,0,0
nx,sf,0,1,10,2.7,4,0.000263929367065,0.000239,0.13,84%,26284,14,26,0,0
gl,sf,0,1,10,2.7,4,0.193537,2.91425,0.37,1143%,20244,9764,1446,0,0
gtp,sf,0,1,10,2.7,4.0,0.000394821166992,0.000391,0.15,99%,63196,51,90,0,0
glp,sf,0,1,10,2.7,9,0.536578,16.8846,0.73,2006%,22188,21042,8687,0,0
snp,sf,0,1,10,2.7,4,0.000126838684082,0.000139,0.05,98%,31584,5,36,0,0
nx,sf,0,2,10,2.7,3,0.00040602684021,0.000404,0.11,75%,26288,20,66,0,0
gl,sf,0,2,10,2.7,3,0.166415,2.85796,0.40,1046%,26228,8500,1449,0,0
gtp,sf,0,2,10,2.7,3.0,0.000349998474121,0.000345,0.19,99%,63196,41,113,0,0
glp,sf,0,2,10,2.7,6,0.308116,10.8047,0.49,2062%,20556,14891,6363,0,0
snp,sf,0,2,10,2.7,3,0.000113964080811,0.000128,0.06,98%,31584,5,23,0,0
nx,sf,0,3,10,2.7,3,0.000311851501465,0.000313,0.07,64%,26284,26,35,0,0
gl,sf,0,3,10,2.7,3,0.175692,1.80408,0.46,1229%,24172,8429,1482,0,0
gtp,sf,0,3,10,2.7,3.0,0.000370979309082,0.000343,0.15,100%,63196,49,51,0,0
glp,sf,0,3,10,2.7,5,0.267939,9.79585,0.46,1934%,26360,13201,6225,0,0
snp,sf,0,3,10,2.7,2,0.000113964080811,0.000128,0.03,98%,31580,5,23,0,0
nx,sf,0,4,10,2.7,4,0.000311136245728,0.000308,0.15,94%,26284,17,14,2,0
gl,sf,0,4,10,2.7,4,0.197295,2.49789,0.60,937%,22124,9718,1428,0,0
gtp,sf,0,4,10,2.7,4.0,0.000327825546265,0.000326,0.18,99%,63196,45,31,0,0
glp,sf,0,4,10,2.7,7,0.365515,12.6082,0.55,1795%,25096,16968,7376,0,0
snp,sf,0,4,10,2.7,4,0.000108003616333,0.000124,0.03,98%,31584,5,32,0,0
nx,sf,0,0,10,2.8,3,0.000323057174683,0.000324,0.11,79%,26288,21,55,0,0
gl,sf,0,0,10,2.8,3,0.176072,2.2519,0.46,938%,24368,8455,1358,0,0
gtp,sf,0,0,10,2.8,3.0,0.00037407875061,0.000371,0.16,98%,63196,49,65,0,0
glp,sf,0,0,10,2.8,7,0.379649,12.213,0.65,1718%,26148,17132,7245,0,0
snp,sf,0,0,10,2.8,3,0.000107049942017,0.000123,0.03,98%,31584,4,26,0,0
nx,sf,0,1,10,2.8,3,0.000267028808594,0.000266,0.08,65%,26288,26,56,0,0
gl,sf,0,1,10,2.8,3,0.169213,2.02289,0.31,839%,22888,8167,960,0,0
gtp,sf,0,1,10,2.8,3.0,0.000334024429321,0.000332,0.15,100%,63196,40,35,0,0
glp,sf,0,1,10,2.8,7,0.484843,15.1709,0.77,1789%,22044,16873,4905,0,0
snp,sf,0,1,10,2.8,3,0.000112056732178,0.000126,0.06,98%,31584,5,18,0,0
nx,sf,0,2,10,2.8,3,0.000278949737549,0.000281,0.07,55%,26288,19,54,0,0
gl,sf,0,2,10,2.8,3,0.146,2.46354,0.49,1415%,21176,7972,866,0,0
gtp,sf,0,2,10,2.8,3.0,0.00034499168396,0.000341,0.14,99%,63196,44,38,0,0
glp,sf,0,2,10,2.8,6,0.368011,13.0709,0.57,1979%,21196,14586,5428,0,0
snp,sf,0,2,10,2.8,3,0.000111818313599,0.000127,0.03,98%,31584,5,26,0,0
nx,sf,0,3,10,2.8,4,0.000323057174683,0.000319,0.12,86%,26280,11,47,0,0
gl,sf,0,3,10,2.8,4,0.188972,1.95547,0.52,1204%,24572,9722,1522,0,0
gtp,sf,0,3,10,2.8,4.0,0.000356912612915,0.000351,0.18,99%,63192,45,33,0,0
glp,sf,0,3,10,2.8,9,0.616235,15.734,0.86,1701%,24772,21861,6584,0,0
snp,sf,0,3,10,2.8,4,0.000113010406494,0.000129,0.05,98%,31584,5,25,0,0
nx,sf,0,4,10,2.8,4,0.000294923782349,0.000297,0.13,81%,26280,21,51,0,0
gl,sf,0,4,10,2.8,4,0.174341,2.51571,0.46,965%,22248,9648,1435,0,0
gtp,sf,0,4,10,2.8,4.0,0.000324010848999,0.00033,0.17,100%,63196,42,25,0,0
glp,sf,0,4,10,2.8,8,0.424602,14.5655,0.66,1975%,20648,18725,7844,0,0
snp,sf,0,4,10,2.8,4,0.000109910964966,0.000124,0.04,98%,31584,4,30,0,0
nx,sf,0,0,10,2.9,4,0.000265121459961,0.000265,0.09,52%,26284,12,118,0,0
gl,sf,0,0,10,2.9,4,0.211254,2.99036,0.55,1468%,22056,10231,1566,0,0
gtp,sf,0,0,10,2.9,4.0,0.000336885452271,0.000335,0.16,100%,63196,45,25,0,0
glp,sf,0,0,10,2.9,9,0.653122,20.6783,1.12,1999%,20388,21331,7503,0,0
snp,sf,0,0,10,2.9,4,0.000102996826172,0.000118,0.05,98%,31584,5,28,0,0
nx,sf,0,1,10,2.9,5,0.000261068344116,0.000262,0.06,70%,26280,11,41,0,0
gl,sf,0,1,10,2.9,5,0.230918,2.59474,0.44,1108%,22140,11334,1869,0,0
gtp,sf,0,1,10,2.9,5.0,0.000316858291626,0.000316,0.18,100%,63196,51,27,0,0
glp,sf,0,1,10,2.9,7,0.350672,12.1369,0.58,1978%,22148,17230,7782,0,0
snp,sf,0,1,10,2.9,3,0.000120162963867,0.000135,0.03,98%,31584,5,28,0,0
nx,sf,0,2,10,2.9,4,0.000279188156128,0.000279,0.12,84%,26288,31,67,0,0
gl,sf,0,2,10,2.9,4,0.193845,2.30273,0.36,985%,22124,9778,931,0,0
gtp,sf,0,2,10,2.9,4.0,0.00036096572876,0.000358,0.18,98%,63188,50,23,0,0
glp,sf,0,2,10,2.9,5,0.308825,10.5167,0.44,1841%,20496,12950,4897,0,0
snp,sf,0,2,10,2.9,3,0.000108957290649,0.000123,0.05,98%,31580,5,24,0,0
nx,sf,0,3,10,2.9,5,0.000289916992188,0.000294,0.06,51%,26284,11,107,0,0
gl,sf,0,3,10,2.9,5,0.224016,2.43967,0.56,1084%,26216,11214,1737,0,0
gtp,sf,0,3,10,2.9,5.0,0.000314950942993,0.000311,0.16,100%,63192,55,29,0,0
glp,sf,0,3,10,2.9,8,0.465624,16.8184,0.64,2194%,20252,18843,7897,0,0
snp,sf,0,3,10,2.9,5,9.3936920166e-05,0.000114,0.03,98%,31588,5,26,0,0
nx,sf,0,4,10,2.9,4,0.000336170196533,0.000337,0.07,71%,26280,21,37,0,0
gl,sf,0,4,10,2.9,4,0.206784,3.00413,0.46,1230%,20180,10073,1780,0,0
gtp,sf,0,4,10,2.9,4.0,0.000300168991089,0.000298,0.17,100%,63196,43,24,0,0
glp,sf,0,4,10,2.9,9,0.495954,15.8871,0.75,2079%,20304,21383,8703,0,0
snp,sf,0,4,10,2.9,4,0.000114917755127,0.00013,0.04,90%,31580,6,33,0,0
nx,sf,0,0,10,3.0,5,0.000308990478516,0.000309,0.11,77%,26280,11,29,0,0
gl,sf,0,0,10,3.0,5,0.251106,2.14748,0.62,825%,20376,10838,1165,0,0
gtp,sf,0,0,10,3.0,5.0,0.00030779838562,0.000305,0.17,100%,63196,41,30,0,0
glp,sf,0,0,10,3.0,9,0.593732,20.0323,0.78,2135%,22320,21614,8954,0,0
snp,sf,0,0,10,3.0,5,0.000110149383545,0.000132,0.02,98%,31580,5,27,0,0
nx,sf,0,1,10,3.0,5,0.000264883041382,0.000264,0.10,94%,26284,16,25,0,0
gl,sf,0,1,10,3.0,5,0.227783,3.82524,0.48,1247%,20800,11144,1450,0,0
gtp,sf,0,1,10,3.0,5.0,0.000299215316772,0.000298,0.19,100%,63192,46,41,0,0
glp,sf,0,1,10,3.0,9,0.519543,16.1266,0.77,2071%,24868,21021,8200,0,0
snp,sf,0,1,10,3.0,5,9.29832458496e-05,0.000114,0.05,98%,31588,5,28,0,0
nx,sf,0,2,10,3.0,3,0.000227928161621,0.000227,0.08,59%,26288,26,96,0,0
gl,sf,0,2,10,3.0,3,0.172125,2.22653,0.55,934%,25140,8209,1146,0,0
gtp,sf,0,2,10,3.0,3.0,0.000333070755005,0.00033,0.15,99%,63192,52,35,0,0
glp,sf,0,2,10,3.0,6,0.393274,10.1839,0.47,1608%,20304,14946,3340,0,0
snp,sf,0,2,10,3.0,3,9.70363616943e-05,0.000116,0.03,97%,31588,5,25,0,0
nx,sf,0,3,10,3.0,4,0.000360012054443,0.000358,0.17,87%,26284,15,37,0,0
gl,sf,0,3,10,3.0,4,0.239814,2.59466,0.64,853%,27132,10149,955,0,0
gtp,sf,0,3,10,3.0,4.0,0.000323057174683,0.000321,0.18,100%,63196,48,26,0,0
glp,sf,0,3,10,3.0,8,0.582275,17.3469,0.90,2098%,35376,19557,6179,0,0
snp,sf,0,3,10,3.0,3,0.000144004821777,0.000161,0.04,98%,31584,5,21,0,0
nx,sf,0,4,10,3.0,5,0.000261068344116,0.00026,0.10,60%,26284,30,68,0,0
gl,sf,0,4,10,3.0,5,0.225686,2.20955,0.60,995%,21992,10905,1352,0,0
gtp,sf,0,4,10,3.0,5.0,0.000318050384521,0.000307,0.13,98%,63192,47,31,0,0
glp,sf,0,4,10,3.0,9,0.470982,16.1233,0.93,1892%,22164,20863,9252,0,0
snp,sf,0,4,10,3.0,5,9.3936920166e-05,0.000114,0.02,97%,31588,5,41,0,0
nx,sf,0,0,100,2.0,5,0.0271849632263,0.025388,0.14,84%,26688,11,52,0,0
gl,sf,0,0,100,2.0,5,0.24981,2.61821,0.43,928%,22192,11295,1125,0,0
gtp,sf,0,0,100,2.0,5.0,0.000401020050049,0.000398,0.15,100%,63192,52,22,0,0
glp,sf,0,0,100,2.0,14,0.917953,28.9539,1.38,2203%,22312,31331,12441,0,0
snp,sf,0,0,100,2.0,4,0.000175952911377,0.000192,0.04,98%,31580,5,28,0,0
nx,sf,0,1,100,2.0,4,0.025003194809,0.025027,0.11,71%,26720,17,32,7,0
gl,sf,0,1,100,2.0,4,0.195615,3.30234,0.55,1086%,25072,10056,1940,0,0
gtp,sf,0,1,100,2.0,4.0,0.000378847122192,0.000375,0.15,100%,63196,47,30,0,0
glp,sf,0,1,100,2.0,11,0.740652,23.4907,1.30,2204%,20860,25352,9705,0,0
snp,sf,0,1,100,2.0,4,0.000180959701538,0.000197,0.02,98%,31584,5,33,0,0
nx,sf,0,2,100,2.0,6,0.0478618144989,0.023992,0.11,50%,26680,31,102,0,0
gl,sf,0,2,100,2.0,6,0.27214,4.07035,0.48,1073%,25264,12412,1075,0,0
gtp,sf,0,2,100,2.0,5.0,0.000370025634766,0.000367,0.14,100%,63192,45,19,0,0
glp,sf,0,2,100,2.0,17,1.16792,34.0062,1.34,2269%,41568,37881,13554,0,0
snp,sf,0,2,100,2.0,5,0.000147104263306,0.000162,0.04,98%,31584,5,32,0,0
nx,sf,0,3,100,2.0,5,0.0250549316406,0.025057,0.12,83%,26664,11,55,1,0
gl,sf,0,3,100,2.0,5,0.251128,2.69204,0.66,979%,22124,11194,1281,0,0
gtp,sf,0,3,100,2.0,5.0,0.000366926193237,0.000364,0.19,100%,63196,49,30,0,0
glp,sf,0,3,100,2.0,14,0.787748,25.7634,1.14,2242%,20348,30985,13467,0,0
snp,sf,0,3,100,2.0,4,0.000156879425049,0.000195,0.04,98%,31580,5,21,0,0
nx,sf,0,4,100,2.0,6,0.0507130622864,0.026886,0.11,50%,26668,13,136,0,0
gl,sf,0,4,100,2.0,6,0.292742,2.64081,0.47,863%,26036,12315,844,0,0
gtp,sf,0,4,100,2.0,6.0,0.000372886657715,0.000369,0.17,100%,63192,44,12,0,0
glp,sf,0,4,100,2.0,18,0.868684,28.4647,1.50,2452%,20336,37479,16851,0,0
snp,sf,0,4,100,2.0,5,0.000166893005371,0.000181,0.03,98%,31580,5,27,0,0
nx,sf,0,0,100,2.1,6,0.052051782608,0.024054,0.07,55%,26648,21,32,0,0
gl,sf,0,0,100,2.1,6,0.316035,3.71331,0.55,807%,23052,12900,1291,0,0
gtp,sf,0,0,100,2.1,6.0,0.000416040420532,0.000409,0.19,100%,63196,49,27,0,0
glp,sf,0,0,100,2.1,21,1.27801,38.4774,1.75,2298%,21416,45732,20508,0,0
snp,sf,0,0,100,2.1,6,0.00017786026001,0.000195,0.03,99%,31580,5,31,0,0
nx,sf,0,1,100,2.1,6,0.0279939174652,0.027993,0.11,95%,26668,14,37,0,0
gl,sf,0,1,100,2.1,6,0.242661,2.70533,0.63,921%,24980,12831,1851,0,0
gtp,sf,0,1,100,2.1,5.0,0.000317096710205,0.000316,0.12,99%,63196,51,48,0,0
glp,sf,0,1,100,2.1,12,0.667189,21.3191,1.25,2131%,24756,26872,11949,0,0
snp,sf,0,1,100,2.1,6,0.000159025192261,0.000174,0.02,98%,31584,5,30,0,0
nx,sf,0,2,100,2.1,5,0.0615429878235,0.025267,0.09,70%,26676,13,72,0,0
gl,sf,0,2,100,2.1,5,0.229337,2.88853,0.38,1041%,24040,11120,1145,0,0
gtp,sf,0,2,100,2.1,5.0,0.000396966934204,0.000393,0.17,99%,63196,51,172,0,0
glp,sf,0,2,100,2.1,14,0.889764,27.9665,1.01,2217%,25628,31271,11809,0,0
snp,sf,0,2,100,2.1,4,0.000173091888428,0.000188,0.02,98%,31580,5,29,0,0
nx,sf,0,3,100,2.1,7,0.0428559780121,0.02306,0.06,62%,26652,25,76,0,0
gl,sf,0,3,100,2.1,7,0.297369,2.41407,0.41,831%,22032,13626,1161,0,0
gtp,sf,0,3,100,2.1,6.0,0.000371932983398,0.000367,0.19,99%,63196,60,59,0,0
glp,sf,0,3,100,2.1,19,1.01883,33.018,1.34,2464%,20780,41192,19178,0,0
snp,sf,0,3,100,2.1,5,0.000139951705933,0.000154,0.04,98%,31580,5,28,0,0
nx,sf,0,4,100,2.1,3,0.0240371227264,0.023846,0.07,94%,27012,12,36,0,0
gl,sf,0,4,100,2.1,3,0.181664,2.24218,0.57,1094%,22096,8707,1283,0,0
gtp,sf,0,4,100,2.1,3.0,0.000416994094849,0.000412,0.15,99%,63196,58,50,0,0
glp,sf,0,4,100,2.1,8,0.392563,14.0294,1.08,2032%,25240,18560,7049,0,0
snp,sf,0,4,100,2.1,2,0.000186204910278,0.0002,0.03,98%,31584,5,29,0,0
nx,sf,0,0,100,2.2,5,0.0255091190338,0.025316,0.09,76%,26692,24,144,0,0
gl,sf,0,0,100,2.2,5,0.259279,2.42619,0.59,1114%,20740,11120,1160,0,0
gtp,sf,0,0,100,2.2,5.0,0.000368118286133,0.000364,0.16,100%,63196,51,18,0,0
glp,sf,0,0,100,2.2,16,0.835548,26.9337,1.31,2231%,22280,35352,15614,0,0
snp,sf,0,0,100,2.2,4,0.00015115737915,0.000166,0.02,98%,31584,5,23,0,0
nx,sf,0,1,100,2.2,6,0.019091129303,0.019082,0.09,87%,26668,12,46,0,0
gl,sf,0,1,100,2.2,6,0.249748,1.93062,0.41,714%,20576,12214,1585,0,0
gtp,sf,0,1,100,2.2,5.0,0.000335931777954,0.000333,0.15,99%,63192,49,60,0,0
glp,sf,0,1,100,2.2,11,0.770387,25.5767,1.31,2267%,20856,25363,10083,0,0
snp,sf,0,1,100,2.2,4,0.000155925750732,0.000169,0.06,98%,31580,5,30,0,0
nx,sf,0,2,100,2.2,5,0.0203919410706,0.019038,0.10,91%,26680,11,45,0,0
gl,sf,0,2,100,2.2,5,0.233128,2.56173,0.41,819%,37340,11445,1240,0,0
gtp,sf,0,2,100,2.2,4.0,0.000331163406372,0.000328,0.17,99%,63196,47,43,0,0
glp,sf,0,2,100,2.2,12,0.844923,25.6254,1.52,2061%,20304,27673,9958,0,0
snp,sf,0,2,100,2.2,5,0.000157833099365,0.000172,0.03,98%,31580,5,24,0,0
nx,sf,0,3,100,2.2,5,0.0244967937469,0.024511,0.10,77%,26668,11,43,0,0
gl,sf,0,3,100,2.2,5,0.253476,3.18824,0.45,883%,20136,11489,1242,0,0
gtp,sf,0,3,100,2.2,5.0,0.000428915023804,0.000424,0.16,99%,63196,46,59,0,0
glp,sf,0,3,100,2.2,13,0.779554,24.7164,1.17,2190%,22360,29186,11570,0,0
snp,sf,0,3,100,2.2,4,0.000162839889526,0.000176,0.04,98%,31584,5,24,0,0
nx,sf,0,4,100,2.2,5,0.0263469219208,0.026397,0.11,98%,26684,14,6,0,0
gl,sf,0,4,100,2.2,5,0.231452,1.8774,0.64,1176%,20892,11113,1112,0,0
gtp,sf,0,4,100,2.2,5.0,0.000400066375732,0.000397,0.14,99%,63196,49,76,0,0
glp,sf,0,4,100,2.2,12,0.641794,19.9381,1.01,1967%,21188,27368,11978,0,0
snp,sf,0,4,100,2.2,4,0.000161170959473,0.000176,0.03,98%,31584,5,28,0,0
nx,sf,0,0,100,2.3,4,0.0459520816803,0.025999,0.05,72%,26660,18,42,0,0
gl,sf,0,0,100,2.3,4,0.178916,2.28434,0.32,1075%,22148,9963,2093,0,0
gtp,sf,0,0,100,2.3,4.0,0.000370979309082,0.000367,0.20,99%,63196,43,75,0,0
glp,sf,0,0,100,2.3,14,0.793121,24.4082,1.17,2081%,26084,31351,13668,0,0
snp,sf,0,0,100,2.3,3,0.000173091888428,0.000187,0.03,98%,31580,4,21,0,0
nx,sf,0,1,100,2.3,6,0.061331987381,0.028715,4.16,59%,26652,31,335,0,0
gl,sf,0,1,100,2.3,6,0.330077,3.05987,0.52,1078%,20412,12880,878,0,0
gtp,sf,0,1,100,2.3,5.0,0.000373125076294,0.000369,0.16,100%,63196,49,27,0,0
glp,sf,0,1,100,2.3,13,0.715445,23.4224,1.16,2101%,22280,28992,13226,0,0
snp,sf,0,1,100,2.3,5,0.000143051147461,0.000158,0.02,98%,31580,5,22,0,0
nx,sf,0,2,100,2.3,9,0.0379178524017,0.02193,0.07,50%,26644,16,96,0,0
gl,sf,0,2,100,2.3,9,0.374682,3.69238,0.72,965%,20372,16837,1941,0,0
gtp,sf,0,2,100,2.3,7.0,0.000392913818359,0.000388,0.15,99%,63196,52,121,0,0
glp,sf,0,2,100,2.3,17,1.09648,34.5949,1.59,2327%,20332,37448,14981,0,0
snp,sf,0,2,100,2.3,7,0.000153064727783,0.000167,0.01,98%,31580,5,30,0,0
nx,sf,0,3,100,2.3,4,0.0502598285675,0.025468,0.16,75%,26968,33,83,2,0
gl,sf,0,3,100,2.3,4,0.185014,2.49768,0.63,1103%,22204,9946,1242,0,0
gtp,sf,0,3,100,2.3,4.0,0.000327110290527,0.000325,0.18,100%,63192,49,14,0,0
glp,sf,0,3,100,2.3,8,0.459739,15.137,0.70,2115%,26044,19549,8346,0,0
snp,sf,0,3,100,2.3,3,0.000193119049072,0.000208,0.03,98%,31584,5,22,0,0
nx,sf,0,4,100,2.3,6,0.0425410270691,0.022622,0.05,49%,26652,12,120,0,0
gl,sf,0,4,100,2.3,6,0.292209,2.3194,0.65,817%,22152,12513,813,0,0
gtp,sf,0,4,100,2.3,6.0,0.000417947769165,0.000415,0.18,100%,63196,49,56,0,0
glp,sf,0,4,100,2.3,14,0.807831,27.0521,1.14,2315%,24636,31561,14978,0,0
snp,sf,0,4,100,2.3,5,0.000162839889526,0.000178,0.04,98%,31584,5,31,0,0
nx,sf,0,0,100,2.4,9,0.0399651527405,0.024142,0.12,54%,26652,19,75,0,0
gl,sf,0,0,100,2.4,9,0.355519,3.60513,0.51,967%,25940,16416,1817,0,0
gtp,sf,0,0,100,2.4,8.0,0.000334978103638,0.000334,0.15,98%,63192,46,60,0,0
glp,sf,0,0,100,2.4,17,1.04692,31.0956,1.41,2338%,24616,37312,14169,0,0
snp,sf,0,0,100,2.4,6,0.0001380443573,0.000152,0.02,98%,31584,5,27,0,0
nx,sf,0,1,100,2.4,7,0.0233981609344,0.023424,0.14,88%,26656,11,39,0,0
gl,sf,0,1,100,2.4,7,0.292935,3.86414,0.73,1135%,23996,14037,1411,0,0
gtp,sf,0,1,100,2.4,7.0,0.000358104705811,0.000355,0.13,100%,63196,49,18,0,0
glp,sf,0,1,100,2.4,18,1.08564,34.6017,1.76,2389%,26400,39580,16546,0,0
snp,sf,0,1,100,2.4,6,0.000158071517944,0.000173,0.04,98%,31584,4,22,0,0
nx,sf,0,2,100,2.4,4,0.0421059131622,0.022117,0.09,45%,26696,13,109,0,0
gl,sf,0,2,100,2.4,4,0.203892,2.18313,0.37,1291%,20472,10107,1510,0,0
gtp,sf,0,2,100,2.4,3.0,0.000393867492676,0.000391,0.16,99%,63192,41,66,0,0
glp,sf,0,2,100,2.4,14,0.729978,23.9261,1.21,2232%,20932,30979,13638,0,0
snp,sf,0,2,100,2.4,3,0.000195980072021,0.000212,0.02,98%,31584,5,20,0,0
nx,sf,0,3,100,2.4,8,0.0421099662781,0.022133,0.06,50%,26648,12,138,0,0
gl,sf,0,3,100,2.4,8,0.392477,2.62247,0.51,834%,22276,15430,1216,0,0
gtp,sf,0,3,100,2.4,8.0,0.000364065170288,0.00036,0.19,99%,63196,50,73,0,0
glp,sf,0,3,100,2.4,18,1.05614,32.9927,1.42,2287%,20380,39103,15593,0,0
snp,sf,0,3,100,2.4,6,0.000153064727783,0.000169,0.05,98%,31584,5,32,0,0
nx,sf,0,4,100,2.4,7,0.0479469299316,0.024052,0.10,51%,26652,13,100,0,0
